天蔥,	2740
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,n/a
2013 Q2,n/a
2013 Q3,n/a
2013 Q4,n/a
2014 Q1,n/a
2014 Q2,n/a
2014 Q3,n/a
2014 Q4,875568,427402,448166,361036,87130,-1983,70627,5.85,121102
2015 Q1,216271,104764,111507,98240,13267,-194,10843,0.90,121102
2015 Q2,232218,108624,123594,100585,23009,-6464,13435,1.11,145322
2015 Q3,235170,115733,119437,106227,13210,-1386,9864,0.68,145322
2015 Q4,878239,432729,445510,405095,40415,-8897,26191,1.80,159782
2016 Q1,218773,119777,98996,108444,-9448,-121,-7969,-0.50,159782
2016 Q2,195718,104393,91325,99471,-8146,-116,-7062,-0.44,159782
2016 Q3,177572,92593,84979,88470,-3491,-5357,-7259,-0.45,159782
2016 Q4,736125,394816,341309,379502,-38193,-4611,-43304,-2.63,159782
2017 Q1,152906,86818,66088,86861,-20773,-11300,-32073,-1.90,159782
2017 Q2,146352,78323,68029,85200,-17171,739,-16432,-0.89,159782
2017 Q3,149125,79030,70095,74994,-4899,-2058,-6957,-0.46,159782
2017 Q4,588698,320730,267968,320956,-52988,-19957,-73348,-4.07,159782
