鉅橡,	8074
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,238045,189064,48981,46205,2776,8241,9544,0.31,533917
2013 Q2,304927,238302,66625,46780,19845,6939,21534,0.54,533917
2013 Q3,321145,242095,79050,41391,37659,4581,36821,0.72,567423
2013 Q4,1157206,897469,259737,163336,96401,33154,108386,2.24,604776
2014 Q1,266946,208401,58545,39835,18670,6766,21213,0.36,633393
2014 Q2,300492,232932,67560,38454,29106,-2498,19387,0.32,634240
2014 Q3,328110,259834,68276,40960,27296,13347,33707,0.55,638725
2014 Q4,1209319,947540,261779,156811,104908,25259,110606,1.81,651971
2015 Q1,280967,213069,67898,34646,33252,-3299,25718,0.41,651971
2015 Q2,296721,220331,76390,37950,38438,1946,34567,0.55,651971
2015 Q3,306476,228058,78418,36806,41612,11388,48052,0.76,651971
2015 Q4,1194429,882844,311585,150441,161038,8720,147813,2.34,658442
2016 Q1,303951,218768,85183,44270,44243,288,36278,0.57,640432
2016 Q2,308389,216004,92385,39695,52702,1975,41886,0.65,643946
2016 Q3,324417,229165,95252,47427,47821,-855,38513,0.55,750456
2016 Q4,1249653,878595,371058,175503,198815,6000,165443,2.43,751809
2017 Q1,288168,204306,83862,39728,44320,-18612,20229,0.27,799204
2017 Q2,293991,217168,76823,43533,33290,12510,37177,0.47,799622
2017 Q3,342351,247178,95173,46570,48603,11719,49315,0.61,811775
2017 Q4,1271922,923935,347987,176839,171661,8692,145986,1.84,813544
2018 Q1,344622,272451,72171,42920,29381,9919,26611,0.33,820781
2018 Q2,349546,277830,71716,46644,25175,27380,39779,0.49,821223
2018 Q3,390522,307842,82680,47466,35264,-1346,24087,0.31,831223
