凱衛,	5201
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,42717,30992,11725,24583,-12858,44347,31399,1.02,306746
2013 Q2,57432,38453,18979,18479,500,-990,-279,-0.01,306746
2013 Q3,55967,32778,23189,30660,-7471,16290,15063,0.49,306746
2013 Q4,214203,139624,74579,92785,-18206,56480,41870,1.36,306746
2014 Q1,56996,34794,22202,27353,-5151,8715,4426,0.14,306746
2014 Q2,77924,35804,42120,27383,14737,1051,12958,0.42,306746
2014 Q3,57565,34963,22602,24762,-2160,3992,937,0.03,306746
2014 Q4,259142,140504,118638,105020,13618,20643,36479,1.20,306746
2015 Q1,70058,35040,35018,28029,6989,4637,9622,0.33,306746
2015 Q2,56887,32666,24221,28457,-4236,82,-3159,-0.11,306746
2015 Q3,62263,31938,30325,29427,898,17875,18197,0.62,306746
2015 Q4,258255,128280,129975,113350,16625,22164,37011,1.26,306746
2016 Q1,44458,26322,18136,27970,-9834,874,-8408,-0.29,306746
2016 Q2,50010,30183,19827,25231,-5404,-1392,-11945,-0.41,306746
