茂生農經,	1240
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2015 Q1,n/a
2015 Q2,n/a
2015 Q3,n/a
2015 Q4,n/a
2016 Q1,n/a
2016 Q2,n/a
2016 Q3,n/a
2016 Q4,1266452,1106632,159820,115035,44785,107066,145174,6.51,300580
2017 Q1,n/a
2017 Q2,706123,605837,100286,64972,47795,40652,74114,2.47,300580
2017 Q3,n/a
2017 Q4,1413735,1219401,209798,137236,72562,85209,139083,4.63,300580
2018 Q1,375299,325295,43153,27317,15836,11553,27834,0.93,300580
2018 Q2,345810,313269,40292,25006,15286,9019,18629,0.62,300580
