九齊,	6494
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,n/a
2013 Q2,n/a
2013 Q3,n/a
2013 Q4,n/a
2014 Q1,n/a
2014 Q2,n/a
2014 Q3,n/a
2014 Q4,760064,466875,293189,221994,71195,8866,64719,2.77,240597
2015 Q1,n/a
2015 Q2,372525,222611,149914,121476,28438,-4215,19099,0.79,240597
2015 Q3,194022,115100,78922,58812,20110,9433,24779,1.03,240597
2015 Q4,746905,446810,300095,236781,63314,5661,55935,2.32,240597
2016 Q1,185797,108255,77542,60851,16691,-1580,12178,0.51,240597
2016 Q2,268427,157192,111235,66025,45210,530,37601,1.46,265597
2016 Q3,218232,131787,86445,62609,23836,-2931,16851,0.63,265597
2016 Q4,893536,528163,365373,253469,111904,-1307,92707,3.60,265597
2017 Q1,215525,128981,86544,66247,20297,-4101,17084,0.64,265597
2017 Q2,306918,183658,123260,72506,50754,1730,42878,1.62,265597
2017 Q3,246244,147514,98730,71316,27414,-2173,20615,0.78,265597
2017 Q4,1007710,598867,408843,278741,130102,-7660,104006,3.92,265597
