三汰-KY,	4762
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,n/a
2013 Q2,n/a
2013 Q3,n/a
2013 Q4,n/a
2014 Q1,n/a
2014 Q2,n/a
2014 Q3,n/a
2014 Q4,336982,179850,157132,65431,91701,855,75070,5.77,130000
2015 Q1,n/a
2015 Q2,n/a
2015 Q3,85863,41015,44848,25395,19453,2246,17318,1.18,150000
2015 Q4,353864,173497,180367,100828,79539,4993,66285,4.76,170000
2016 Q1,94644,46200,48444,21991,26453,-1000,20232,1.19,170000
2016 Q2,100730,51418,49312,25791,23521,5731,23562,1.39,187000
2016 Q3,108112,57135,50977,26977,24000,1094,19732,1.06,187000
2016 Q4,415130,211668,203462,106016,97446,9876,85893,4.59,187000
2017 Q1,119840,64785,55055,24072,30983,3939,27919,1.49,187000
2017 Q2,228056,127764,100292,49955,50337,3360,43825,2.12,207196
