逸昌,	3567
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,77229,69178,8051,16314,-8263,51,-8260,-0.22,390030
2013 Q2,100607,75569,25038,16273,8765,94,8879,0.24,390030
2013 Q3,108433,77998,30435,19464,10971,1611,11083,0.31,370030
2013 Q4,385794,299168,86626,72130,14496,7634,19403,0.53,364780
2014 Q1,87221,68878,18343,16106,2237,1240,3116,0.09,360590
2014 Q2,99901,70342,29559,16749,12810,63,11234,0.32,356720
2014 Q3,107224,72844,34380,17080,17300,777,15990,0.45,356720
2014 Q4,379731,278801,100930,63493,37437,3600,36171,1.02,356720
2015 Q1,83801,60612,23189,15514,7675,653,7329,0.21,355810
2015 Q2,82805,58150,24655,16409,8246,1225,8329,0.23,355810
2015 Q3,81605,52586,29019,15252,13767,1603,13538,0.38,355810
2015 Q4,333660,224521,109139,65095,44044,5704,43796,1.23,355810
2016 Q1,84700,50414,34286,18469,15817,215,13307,0.38,355810
2016 Q2,86697,50896,35801,20289,15512,2654,15074,0.42,355810
2016 Q3,107919,58607,49312,17268,32044,357,26893,0.76,355810
2016 Q4,401303,229023,172280,72217,100063,5672,87005,2.45,355810
2017 Q1,109553,62906,46647,15356,31291,-27,25954,0.73,355810
2017 Q2,95685,58934,36751,12710,24041,987,20165,0.57,355810
2017 Q3,103911,59046,44865,15033,29832,773,25090,0.71,355810
2017 Q4,418590,243128,175462,58184,117278,1992,97766,2.76,355810
2018 Q1,104662,60767,43895,13665,30230,-1158,23130,0.65,354740
2018 Q2,102269,60413,41856,13608,28248,1321,23324,0.66,354740
2018 Q3,98864,59912,38952,13930,25022,185,19865,0.56,354740
