建舜電,	3322
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,516781,423719,93062,82756,10306,15610,25699,0.23,831612
2013 Q2,629992,536030,93962,88836,5126,5341,6298,0.04,831612
2013 Q3,505818,452141,53677,91260,-37583,-5351,-45346,-0.59,831612
2013 Q4,2269715,1912841,356874,360175,-3301,5143,-8392,-0.31,831612
2014 Q1,623979,507069,116910,98210,18700,5635,19740,0.21,831612
2014 Q2,533472,449368,84104,90316,-6212,-3793,-14992,-0.22,831612
2014 Q3,584812,483525,101287,98720,2567,14270,9947,0.10,853066
2014 Q4,2352384,1938462,413922,385718,28204,32521,32656,0.27,853066
2015 Q1,473804,397297,76507,102068,-25561,-3725,-28831,-0.32,853066
2015 Q2,487521,410886,76635,105089,-28454,-7862,-39637,-0.44,864156
2015 Q3,551614,469393,82221,108923,-26702,23743,-6354,-0.02,864156
2015 Q4,2130104,1817305,312799,424367,-111568,14938,-112406,-1.23,864156
2016 Q1,572729,476150,96579,116378,-19799,-8042,-28646,-0.32,864156
2016 Q2,516321,440328,75993,108335,-32342,-4284,-37029,-0.42,864156
2016 Q3,604091,494969,109122,111725,-2603,-13979,-18043,-0.18,864156
2016 Q4,2286307,1881263,405044,438182,-33138,-30390,-102334,-1.13,864156
2017 Q1,532268,439685,92583,98726,-6143,-30103,-38328,-0.35,864156
2017 Q2,549203,452144,97059,101926,-4867,-10791,-16434,-0.10,864156
2017 Q3,616578,538822,77756,112861,-35105,-5296,-41636,-0.45,864156
2017 Q4,2354787,1990879,363908,426461,-62553,-62032,-125593,-1.30,864156
2018 Q1,516265,465907,50358,124561,-74203,-20842,-97687,-1.09,864156
