瑞傳,	6105
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,1178556,788042,390514,293223,97291,14336,91841,0.59,1020156
2013 Q2,1232394,856719,375675,293951,81724,8232,53109,0.27,1020156
2013 Q3,1288959,894321,394638,294580,100058,11220,91193,0.69,1020156
2013 Q4,5107554,3485425,1622129,1203480,418649,32833,341402,2.19,1020156
2014 Q1,1187890,813725,374165,314075,60090,36325,78641,0.54,1020156
2014 Q2,1540098,1082613,457485,328640,128845,-3201,95571,0.70,1020156
2014 Q3,1527666,1035235,492431,329450,162981,11291,136332,1.03,1020156
2014 Q4,5990142,4058703,1931439,1321159,610280,439062,897785,7.42,1026741
2015 Q1,1371837,991502,380335,275250,105085,12766,89532,0.86,1052668
2015 Q2,1408886,1059513,349373,289757,59616,138122,128280,1.21,1058717
