中華食,	4205
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,291576,198831,92745,51249,41496,-5934,29134,0.44,660949
2013 Q2,295736,196013,99723,51402,48321,1151,39367,0.60,727044
2013 Q3,316562,208573,107989,61118,46871,463,33214,0.46,727044
2013 Q4,1209346,816770,392576,219990,172586,-4015,135224,1.86,727044
2014 Q1,291275,203060,88215,50941,37274,1040,31711,0.44,727044
2014 Q2,297098,203874,93224,59850,33374,1243,30331,0.42,727044
2014 Q3,326612,218324,108288,58367,49921,731,42065,0.58,727044
2014 Q4,1232334,851478,380856,219366,161490,3258,138277,1.90,727044
2015 Q1,306423,210641,95782,54971,40811,1062,34654,0.48,727044
2015 Q2,314630,201163,113467,61893,51574,726,43409,0.60,727044
2015 Q3,343022,219667,123355,53298,70057,1725,57747,0.79,727044
2015 Q4,1306150,860231,445919,228748,217171,4797,182342,2.51,727044
2016 Q1,344670,230782,113888,55475,58413,1694,49889,0.69,727044
2016 Q2,332838,208782,124056,59759,64297,817,54044,0.74,727044
2016 Q3,358779,220435,138344,63193,75151,921,63140,0.87,727044
2016 Q4,1397790,890698,507092,237240,269852,3942,224947,3.09,727044
2017 Q1,348128,223193,124935,56770,68165,272,56803,0.78,727044
2017 Q2,338293,209413,128880,55651,73229,-924,60013,0.74,807019
2017 Q3,363888,217150,146738,67700,79038,1143,66550,0.82,807018
2017 Q4,1413184,874909,538275,237830,300445,17158,264974,3.28,807018
2018 Q1,369831,230309,139522,60808,78714,14,61566,0.76,807018
