宣德,	5457
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,312871,283409,29462,77833,-48371,28773,-18853,-0.12,1678000
2013 Q2,337882,293703,44179,69945,-25766,18366,-7687,-0.05,1678000
2013 Q3,374702,321085,53617,77208,-23591,-2631,-25288,-0.15,1678000
2013 Q4,1478554,1306873,171681,311715,-140034,160208,14045,0.09,1678000
2014 Q1,480046,430836,49210,84381,-35171,193773,136056,0.81,1678000
2014 Q2,478730,394239,84491,56342,28149,-18420,12419,0.07,1678000
2014 Q3,534074,427280,106794,60750,46044,46716,90178,0.54,1678000
2014 Q4,2068515,1726104,342411,273615,68796,280112,314998,1.88,1678000
2015 Q1,538136,439356,98780,64693,34087,429,32144,0.19,1678000
2015 Q2,597585,477376,120209,64965,55244,-8295,43217,0.26,1678000
2015 Q3,612430,489551,122879,88109,34770,68846,103903,0.62,1678000
2015 Q4,2318483,1919914,398569,275869,122700,86392,221417,1.32,1678000
2016 Q1,580829,490803,90026,80193,9833,-11165,-2331,-0.11,1678000
2016 Q2,830471,707730,122741,128131,-5390,15153,-562,-0.17,1678000
2016 Q3,742619,602141,140478,131524,8954,7041,3913,-0.06,1678000
2016 Q4,2843546,2347679,495867,464188,31679,44488,43564,-0.27,1678000
2017 Q1,581267,491279,89988,91261,-1273,-20357,-21232,-0.15,1678000
2017 Q2,766431,635132,131299,106003,25296,12417,26605,0.12,1678000
