伍豐,	8076
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,437035,323753,113282,109789,3493,5744,3970,0.03,1735573
2013 Q2,551407,418532,132875,97560,35315,5758,34185,0.21,1824525
2013 Q3,708779,504201,185459,101874,83585,-1079,70442,0.39,1842130
2013 Q4,2640115,1918964,686916,437613,249303,23483,223382,1.27,1854120
2014 Q1,541670,395046,146624,126129,20495,27520,42028,0.25,1856056
2014 Q2,665109,473446,191663,117917,73746,10852,72980,0.41,2042632
2014 Q3,769027,578829,222103,122588,99515,59202,136881,0.69,2156554
2014 Q4,2741819,2011631,762093,514300,247793,139625,333054,1.71,2177654
2015 Q1,601359,447282,154077,134030,20047,15738,32879,0.18,2181608
2015 Q2,648007,487329,160678,126662,34016,9356,31625,0.19,2356398
