誠品生,	2926
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,母公司淨利,非控制淨利,股本
2013 Q1,821800,481883,339917,248963,90954,10305,83083,1.89,0,83083,451330
2013 Q2,784091,458577,325514,264104,61410,13968,62850,1.39,0,145933,451330
2013 Q3,889171,502055,387116,288560,98556,8036,88205,1.95,0,234138,451330
2013 Q4,3454191,1986396,1467795,1161784,306011,45387,301226,6.72,0,301226,451330
2014 Q1,866269,477507,388762,295093,93669,21170,94187,2.09,0,94187,451330
