致茂            ,	2360
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,2166872,1361910,804962,581681,223281,37440,219953,0.58,3767599
2013 Q2,2888103,1725080,1163023,726149,436874,64717,421592,1.15,3767599
2013 Q3,2683733,1779150,904583,634616,269967,38449,273095,0.74,3767599
2013 Q4,10170631,6419811,3750820,2582321,1168499,248537,1179156,3.21,3767599
2014 Q1,2006101,1250250,755851,612850,143001,54004,171900,0.48,3767599
2014 Q2,2627494,1626323,1001171,664742,336429,54966,327290,0.89,3767599
2014 Q3,3066294,1805581,1260713,764878,495835,70403,483100,1.30,3780863
2014 Q4,10307085,6261181,4045904,2826643,1219261,302113,1294056,3.51,3787821
2015 Q1,1923763,1126520,797243,666060,131183,12183,113557,0.33,3787863
2015 Q2,2709486,1569361,1139923,723250,416673,28630,371138,1.01,3787863
2015 Q3,2498058,1361320,1136694,770090,366604,210613,476176,1.28,3800029
2015 Q4,9692365,5470761,4221340,3001341,1219999,262673,1194542,3.28,3791699
2016 Q1,2610119,1456745,1153742,769414,384328,-12062,305990,0.85,3806312
2016 Q2,2682225,1358740,1323429,814639,508790,35276,437508,1.17,3807441
2016 Q3,3556991,1916436,1640509,907420,733089,-48970,566885,1.52,3908245
2016 Q4,11624369,6196250,5428322,3415141,2013181,28876,1695566,4.53,3898872
2017 Q1,2775706,1409290,1366577,898833,467744,-117865,281726,0.75,4060312
2017 Q2,2984321,1534668,1449610,907031,542579,89091,510385,1.29,4083528
2017 Q3,3926560,1948776,1977758,996365,981393,80359,866477,2.15,4128196
2017 Q4,14901346,7832539,7068872,4025791,3043081,78986,2548823,6.41,4118942
2018 Q1,3466154,1902313,1563925,1003906,560019,16509,422129,1.06,4239085
2018 Q2,5631688,3234965,2396626,1184281,1212345,186361,1025726,2.51,4215842
2018 Q3,3909114,2116293,1792806,1031131,761675,5515,617380,1.49,4190535
