達邁            ,	3645
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,176565,137522,39043,28843,10200,3546,11089,0.10,1173882
2013 Q2,237512,182804,54708,30845,23863,2344,20774,0.19,1173882
2013 Q3,283777,194275,89502,33956,55546,-3334,42177,0.38,1173882
2013 Q4,967341,738792,228549,124884,103665,14145,93055,0.85,1173882
2014 Q1,280855,232311,48544,37351,11193,-3304,5446,0.07,1173882
2014 Q2,358310,265265,93045,40161,52884,-4123,38893,0.35,1173882
2014 Q3,411230,272189,139041,44371,94670,14540,89287,0.79,1173882
2014 Q4,1458905,1038149,420756,165955,254801,22208,223344,2.03,1173882
2015 Q1,355943,235330,120613,51283,69330,-3477,52204,0.49,1173882
2015 Q2,346161,250438,95723,49533,46190,-5264,25480,0.28,1173882
2015 Q3,430898,300173,130725,61247,69478,5433,58585,0.51,1173882
