盟立            ,	2464
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,1545833,1264059,281774,156198,125099,2943,115426,0.63,1825688
2013 Q2,1654345,1380272,274073,177920,97938,11349,95282,0.52,1825688
2013 Q3,1699151,1433905,265246,185608,79569,1130,76211,0.42,1825688
2013 Q4,6591869,5521951,1069918,712928,357484,33032,347614,1.90,1825688
2014 Q1,1527961,1286437,241524,156783,84682,12118,83466,0.46,1825688
2014 Q2,1757039,1447398,309641,189693,119843,-6671,89531,0.49,1825688
2014 Q3,1746369,1410177,336192,225287,109778,19208,112078,0.61,1825688
2014 Q4,6863936,5650420,1213516,826731,385040,61155,380931,2.09,1825688
2015 Q1,1769392,1439484,329908,196503,133343,2167,114764,0.63,1825688
2015 Q2,1906625,1545211,361414,216511,143576,-4763,118697,0.62,1916972
2015 Q3,2111001,1703463,407538,227241,180222,24141,178224,0.93,1916972
2015 Q4,8318989,6772082,1546907,903210,641675,29295,570568,2.98,1916972
2016 Q1,2237809,1844719,393090,224149,168947,-28844,111536,0.58,1916972
2016 Q2,2192404,1821012,371392,257935,113010,14209,133137,0.69,1916972
2016 Q3,2024428,1682732,341696,244962,142316,-38245,80274,0.42,1916972
2016 Q4,8866171,7376527,1489644,997240,537249,5001,489427,2.55,1916972
2017 Q1,2558397,2170129,388268,265201,123048,-169948,-46987,-0.25,1916972
2017 Q2,2807394,2336870,470524,311160,159153,37647,168442,0.86,1955311
