友訊            ,	2332
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,7223005,5258152,1964853,1829105,135748,46985,130995,0.20,6475803
2013 Q2,7224029,5382927,1841102,1988155,-147053,23750,-103684,-0.18,6475803
2013 Q3,8158705,5908155,2250550,2000352,250198,166209,334779,0.55,6475803
2013 Q4,30558474,22490692,8067782,7669509,398273,347978,676280,1.06,6475803
2014 Q1,7181848,5159295,2022553,1936570,85983,44115,85532,0.13,6475803
2014 Q2,7184759,5186647,1998112,1968711,29401,86775,74102,0.11,6597557
2014 Q3,7564308,5561183,2003125,1954799,48326,-151166,-115956,-0.21,6477557
2014 Q4,30305802,22032098,8273704,7966679,307025,-163568,111461,0.10,6477557
2015 Q1,6719662,4941755,1777907,1925707,-147800,-44102,-224299,-0.37,6477557
2015 Q2,6400654,4715829,1684825,1875152,-190327,83880,-119826,-0.21,6788031
2015 Q3,6939930,5182936,1756994,2031753,-274759,-277583,-513020,-0.81,6788031
2015 Q4,26614479,20181362,6433117,8020247,-1587130,-504870,-1825737,-2.90,6769961
2016 Q1,5939068,4357626,1581442,1769722,-188280,13278,-210014,-0.34,6519961
2016 Q2,5584282,4253120,1331162,1837454,-506292,49718,-468952,-0.75,6519961
2016 Q3,5534644,4083077,1451567,1767696,-316129,-17457,-366627,-0.60,6519961
2016 Q4,22921798,16904835,6016963,6872328,-855365,65991,-909666,-1.50,6519961
2017 Q1,4729961,3498436,1231525,1425032,-193507,-1989,-210252,-0.34,6519961
