長榮            ,	2603
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,33381699,34293165,-911466,1314125,-2225591,248697,-1956855,-0.53,34749465
2013 Q2,36495731,35642834,852897,1388617,-535720,89490,-569300,-0.12,34749523
2013 Q3,35991279,34579971,1411308,1354031,57277,144635,89520,0.01,34749523
2013 Q4,139216384,138827639,388745,5496528,-5107783,3518636,-2046804,-0.43,34749523
2014 Q1,34320714,34496197,-175483,1399528,-1381427,-525321,-1926508,-0.49,34749523
2014 Q2,35178947,33277945,1901002,1431189,606572,19147,412030,0.04,34749523
2014 Q3,37597875,33484477,4113398,1370046,2832021,-10649,2475408,0.54,34775802
2014 Q4,144284374,136937563,7344812,5726223,3786089,-546231,2055164,0.34,34775802
2015 Q1,35304000,32138061,3150313,1373501,1823194,267316,1856562,0.44,34775802
2015 Q2,34800478,33166253,1605907,1469240,348903,-228362,-49988,-0.04,35123560
2015 Q3,33036256,34246607,-1244382,1403175,-2647449,-99106,-2566167,-0.69,35123560
2015 Q4,133813687,132194363,1540315,5701090,-3847026,-835470,-4739297,-1.26,35123560
2016 Q1,28604206,31275934,-2662843,1461006,-4112144,-658817,-4587588,-1.09,35123560
2016 Q2,29734216,30888023,-1142722,1634460,-1130686,-155978,-1272581,-0.16,35123560
2016 Q3,31933823,32339569,-419061,1401715,-1833080,150557,-1597763,-0.33,35123560
2016 Q4,124467608,127955772,-3494113,6235412,-7848262,-960721,-8565311,-1.88,35123560
2017 Q1,33838895,31730371,2090703,1429166,658038,-433561,168909,0.09,35123560
2017 Q2,37704038,34467273,3228364,1471865,2213189,932421,2898020,0.79,35123560
