高興昌          ,	2008
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,270284,362437,-92153,25818,-117971,738280,613576,1.45,4238266
2013 Q2,314840,381226,-66386,34297,-100683,5114155,4947030,11.67,4238266
2013 Q3,344736,379198,-34462,29018,-63480,4285,-59195,-0.14,4238266
2013 Q4,1296528,1552419,-255891,117095,-372986,5686388,5240227,13.04,2754873
2014 Q1,350061,373208,-23147,31547,-54694,177,-54517,-0.20,2754873
2014 Q2,319911,354697,-34786,30102,-64888,5198,-175018,-0.64,2754873
2014 Q3,355275,398495,-43220,37032,-80252,6467,-73785,-0.27,2754873
2014 Q4,1489229,1589759,-100530,142435,-242965,-10997,-369290,-1.34,2754873
2015 Q1,336715,354443,-17728,32931,-50659,3451,-47208,-0.17,2754873
2015 Q2,368368,385134,-16766,33969,-50735,6319,-44416,-0.16,2754873
2015 Q3,283601,299930,-16329,29125,-45454,-11344,-76648,-0.28,2754873
2015 Q4,1246538,1326461,-79923,132891,-212814,420047,187384,0.68,2754873
2016 Q1,275377,262958,12419,30616,-18197,-14583,-32780,-0.12,2723423
