本盟            ,	1475
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,52998,64604,-11606,14741,-26347,1429,-24890,-0.32,525168
2013 Q2,63069,73334,-10265,12965,-23230,52,-23178,-0.30,525168
2013 Q3,58273,74373,-16100,12193,-28293,-14611,-42904,-0.36,525168
2013 Q4,221673,272314,-50641,52589,-103230,-52090,-155250,-1.48,525168
2014 Q1,44383,55462,-11079,12210,-23289,4047,-19162,-0.20,525168
2014 Q2,53324,63401,-10077,12337,-22414,-2378,-24819,-0.33,525168
2014 Q3,56441,69477,-13036,11586,-24622,5574,-19071,-0.21,525168
2014 Q4,221131,244325,-23194,49101,-72295,-1014,-73242,-0.79,525168
2015 Q1,48402,50694,-2292,13004,-15296,-6877,-21975,-0.27,525168
2015 Q2,59506,62276,-2770,12878,-15648,-10921,-26626,-0.29,525168
2015 Q3,59124,63120,-3996,11902,-15898,7104,-8823,-0.16,525168
2015 Q4,222553,235727,-13174,47339,-60513,22230,-38112,1.78,525168
2016 Q1,46580,46990,-410,12508,-12918,10446,-2465,-0.17,525168
2016 Q2,54598,59972,-5374,9349,-14723,-7850,-22593,-0.29,525168
2016 Q3,37348,46128,-8780,9924,-18704,-10231,-28853,-0.40,525168
