中保            ,	9917
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,母公司淨利,非控制淨利,股本
2013 Q1,3053125,1902473,1150652,572646,578006,-6479,468499,1.08,467293,1206,4445292
2013 Q2,3130594,1920888,1209706,615931,593775,-1975,472001,1.09,932205,8295,4445292
2013 Q3,3146898,1934506,1212392,598918,613474,19535,523887,1.20,1443614,20773,4445292
