景岳            ,	3164
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,75808,21056,54752,33308,21444,-1805,21216,0.35,609119
2013 Q2,91456,26742,64714,39123,25591,24,23322,0.38,609119
2013 Q3,72453,24820,47633,31402,16231,1325,14521,0.24,609119
2013 Q4,308937,94904,214033,157132,56901,-20044,30891,0.51,609119
2014 Q1,118937,50157,68780,73009,-4229,285,-7641,-0.13,609119
2014 Q2,163361,84929,78432,98645,-20213,-3686,-23947,-0.39,609119
2014 Q3,176273,113139,63134,104313,-41179,-3685,-49294,-0.81,617132
2014 Q4,564525,311175,253350,397709,-144359,-236672,-386158,-5.82,889119
2015 Q1,120910,64631,56279,79373,-23094,-1408,-26533,-0.30,889119
2015 Q2,126300,67094,59206,79337,-20131,-583,-25093,-0.28,889119
