台泥            ,	1101
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,24114047,20990175,3123872,1097143,2026729,314060,1999624,0.38,36921759
2013 Q2,28670184,23048175,5622009,1033017,4588992,19782,3802105,0.70,36921759
2013 Q3,30106839,23052350,7054489,1143855,5910634,607787,5344662,0.97,36921759
2013 Q4,116098947,93275950,22822997,5047022,17775975,828481,15118683,2.72,36921759
2014 Q1,26716227,21852093,4864134,1179910,3684224,-133378,2791235,0.50,36921759
2014 Q2,31873459,24732219,7141240,1202923,5938317,347880,4828695,0.86,36921759
2014 Q3,30094955,23421140,6673815,1129651,5544164,552259,4934486,0.87,36921759
2014 Q4,118325809,93453214,24872595,5014926,19857669,1341051,16583876,2.93,36921759
2015 Q1,21440142,18579134,2861008,1167500,1693508,-223641,974518,0.22,36921759
2015 Q2,24994185,21076772,3917413,999782,2917631,324878,2727845,0.61,36921759
2015 Q3,22683975,19378040,3305935,1309458,1996477,-825166,989427,0.26,36921759
