凌巨            ,	8105
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,2314217,2337919,-23702,230305,-254007,64108,-229568,-0.52,4414759
2013 Q2,2175521,2182311,-6790,225327,-232117,31713,-203231,-0.46,4414759
2013 Q3,3050780,2964594,86186,232485,-146299,14853,-136957,-0.31,4414759
2013 Q4,11444816,11240959,203857,936549,-732692,174714,-601513,-1.36,4414759
2014 Q1,4240406,3973588,266818,258065,8753,69197,67793,0.15,4414759
2014 Q2,3295948,3033224,262724,254792,7932,-34285,-27699,-0.06,4414759
2014 Q3,3320388,3066374,254014,253365,649,73236,72724,0.16,4415449
2014 Q4,13254873,12398987,855886,1014541,-158655,254157,86913,0.20,4415449
2015 Q1,2541583,2357925,183658,229105,-45447,2416,-44863,-0.10,4415449
2015 Q2,2833006,2538435,294571,249886,44685,2536,46552,0.11,4415449
2015 Q3,2747953,2365998,381955,278877,103078,244214,346786,0.79,4415449
2015 Q4,10839306,9617310,1221996,1051268,170728,283895,447237,1.01,4415449
2016 Q1,2842542,2414129,428413,256485,171928,-44003,130821,0.30,4415449
