健和興          ,	3003
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,640445,483072,157373,88255,69118,20732,69658,0.51,1403438
2013 Q2,729250,539588,189662,97815,91847,-7355,41808,0.34,1403438
2013 Q3,703473,499616,203857,96696,107161,12150,92997,0.67,1403438
2013 Q4,2782808,2025536,757272,381052,376220,47097,305195,2.24,1403438
2014 Q1,729222,517000,212222,100165,112057,24758,109108,0.75,1524887
2014 Q2,865646,614660,250986,104140,146846,-8740,95006,0.62,1531864
2014 Q3,729568,514738,214830,111819,103011,16014,94101,0.61,1536524
2014 Q4,3057172,2157364,899808,436992,462816,75019,391658,2.59,1526090
2015 Q1,702495,492489,210006,111540,98466,-6385,85562,0.56,1539659
2015 Q2,804976,553546,251430,113919,137511,-5344,83179,0.54,1545701
2015 Q3,725169,487799,237370,119414,117956,58969,137307,0.88,1556549
2015 Q4,2959078,2022892,936186,471964,464222,50797,379503,2.45,1556549
2016 Q1,676032,442352,233680,126212,107468,-3290,80817,0.51,1556549
2016 Q2,776834,499183,277651,129684,147967,-4915,94130,0.60,1556549
2016 Q3,749386,485284,264102,123961,140141,-26847,81024,0.52,1556549
2016 Q4,2987269,1920699,1066570,500035,566535,-4516,392283,2.49,1556549
2017 Q1,787118,498697,288421,120005,168416,-39205,95992,0.61,1556549
2017 Q2,881783,561301,320482,131266,189216,25979,145082,0.92,1556549
2017 Q3,843362,542932,300430,125314,175116,21097,146936,0.93,1556549
