建新國際,	8367
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2015 Q1,n/a
2015 Q2,755017,476585,278432,123066,155366,-13896,119863,1.52,644499
2015 Q3,n/a
2015 Q4,1521503,980762,540741,262057,278684,-16798,211741,2.90,644499
2016 Q1,n/a
2016 Q2,794365,502657,291708,130787,160921,3398,131761,1.70,734499
2016 Q3,n/a
2016 Q4,1520337,995663,524674,275183,249491,-5396,190118,2.40,734499
2017 Q1,n/a
2017 Q2,781857,533070,248787,126346,122441,-2090,99294,1.09,734499
2017 Q3,n/a
2017 Q4,1551091,1070056,481035,263858,217177,-18173,167141,1.86,734499
2018 Q1,363836,266919,96917,60668,36249,-6204,34091,0.35,734499
2018 Q2,447860,312984,134876,65369,69507,-7000,40799,0.48,734499
2018 Q3,408824,294072,114752,71503,43249,-4127,29348,0.29,811319
