三洋電          ,	1614
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,1146522,962280,184242,181790,2452,19984,19290,0.06,3166040
2013 Q2,1563414,1319110,244304,179887,64417,12467,69060,0.22,3166040
2013 Q3,1428946,1190387,238559,177196,61363,17903,66560,0.22,2691134
2013 Q4,5194534,4270770,923764,698019,225745,61348,246216,0.84,2691134
2014 Q1,1038262,873016,165246,153802,11444,-3911,6916,0.02,2691134
2014 Q2,1443891,1182488,261403,166302,95101,5049,84089,0.32,2691134
2014 Q3,1752573,1445423,307150,191102,116048,-13903,81912,0.31,2691134
2014 Q4,5290251,4307388,982863,668027,314836,-39308,224765,0.87,2691134
2015 Q1,1080798,917382,163416,158592,4824,6851,8093,0.03,2691134
2015 Q2,1633416,1324490,308926,172015,136911,-3905,109293,0.42,2691134
2015 Q3,1393906,1127010,266896,175136,91760,4758,82830,0.32,2691134
2015 Q4,5226639,4222800,1003839,694994,308845,1389,257877,0.99,2691134
2016 Q1,1484711,1211831,272880,184711,88169,-1192,71624,0.27,2691134
2016 Q2,1627157,1288759,338398,186811,151587,1579,134842,0.52,2691134
