漢平            ,	2488
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,374490,286159,88331,63745,24586,15043,31770,0.40,799994
2013 Q2,552409,422051,130358,70696,59662,5190,53799,0.67,799994
2013 Q3,659624,501010,158614,82630,75984,9357,70427,0.88,799994
2013 Q4,2372768,1795342,577426,289486,287940,44379,274583,3.43,799994
2014 Q1,435852,332846,103006,60680,42326,6468,41642,0.52,799994
2014 Q2,496793,387805,108988,62726,46262,5288,34202,0.42,799994
2014 Q3,475890,374919,100971,72261,28710,21142,41315,0.51,799994
2014 Q4,2017130,1573201,443929,270773,173156,60317,182152,2.26,799994
2015 Q1,487423,377425,109998,65355,44643,12106,46222,0.58,799994
2015 Q2,533911,411239,122672,67545,55127,5340,43572,0.55,799994
2015 Q3,657635,500220,157415,76546,80869,8698,69052,0.85,799994
2015 Q4,2403307,1844049,559258,300077,259181,43033,239257,2.98,799994
2016 Q1,666695,478927,187768,77932,109836,1872,89926,1.13,799994
2016 Q2,812074,592546,219528,83314,136214,4359,108121,1.35,799994
2016 Q3,962103,705168,256935,99424,157511,-10477,121386,1.49,799994
2016 Q4,3241146,2354578,886568,358933,527635,39362,453324,5.64,799994
2017 Q1,519706,368598,151108,67993,83115,-33609,41848,0.51,799994
2017 Q2,488758,372325,116433,68464,47969,19154,46773,0.58,799994
2017 Q3,604257,456937,147320,78565,68755,18511,70498,0.86,799994
2017 Q4,2140424,1595641,544783,279315,265468,-15207,193565,2.37,799994
2018 Q1,409298,302427,106871,59253,47618,-34335,-7812,-0.10,799994
