正隆            ,	1904
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,10372360,8513055,1859305,1326106,533199,-56999,360894,0.32,10733682
2013 Q2,10378159,8738444,1639715,1255435,384280,18161,289054,0.30,10733682
2013 Q3,10710806,9241518,1469288,1220193,249095,-136807,118233,0.23,10733682
2013 Q4,43763281,37093100,6670181,5015316,1654865,-211709,1116495,1.12,10733682
2014 Q1,9844481,8371737,1472744,1630421,-157677,-338070,-482227,-0.20,10733682
2014 Q2,10858102,8961586,1896516,1412971,483545,-186139,149514,0.30,10733682
2014 Q3,11186385,9420349,1766036,1458576,307460,-91795,198392,0.30,10733682
2014 Q4,44870316,37686138,7184178,5878273,1305905,-708437,247621,0.70,10733682
2015 Q1,10732939,9033158,1699781,1292738,407043,321794,618167,0.62,11082745
2015 Q2,10697020,8792503,1904517,1241142,663375,-416194,151880,0.16,11082745
2015 Q3,10937665,9165871,1771794,1414344,357450,-127223,137557,0.22,11082745
2015 Q4,43390236,36228475,7161761,5383723,1778038,-469793,844103,1.06,11082745
2016 Q1,9526384,7963150,1563234,1289724,273510,-106803,113269,0.18,11082745
2016 Q2,9630442,7810761,1819681,1262261,557420,-37866,402715,0.41,11082745
