麗清,	3346
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2015 Q1,n/a
2015 Q2,1345205,1066098,279107,173888,105219,3430,57059,1.03,551840
2015 Q3,n/a
2015 Q4,2740041,2287898,452143,362596,89547,-5025,70342,1.27,601840
2016 Q1,677477,560242,117235,86109,31126,6145,31855,0.53,601840
2016 Q2,823552,664179,159373,103447,55926,-5973,46182,0.77,601840
2016 Q3,857598,696632,160966,111986,48980,-8432,33077,0.55,601840
2016 Q4,3585383,2871556,713827,441342,272485,-24203,209157,3.45,682840
2017 Q1,1022105,806007,216098,104135,111963,-13988,85296,1.25,682840
2017 Q2,755783,623099,132684,117018,15666,14935,23293,0.34,682840
2017 Q3,925576,757142,168434,128663,39771,11329,43021,0.63,682840
2017 Q4,4088040,3298543,789497,488921,300576,12472,260173,3.81,682840
2018 Q1,1059922,865070,194852,142148,52704,13550,54309,0.80,682840
2018 Q2,1026198,862095,164103,132419,31684,3196,33733,0.49,682840
2018 Q3,1076421,880183,196238,124946,71292,-29946,45393,0.66,682840
