鑫禾            ,	4999
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,435033,272252,162781,74425,88356,11951,86754,1.42,611516
2013 Q2,481759,308934,172825,71972,100853,-4046,76102,1.20,744172
2013 Q3,533511,340716,192795,73034,119761,-8314,94833,1.27,744172
2013 Q4,2110809,1315394,795415,314127,481288,4019,394413,5.52,744172
2014 Q1,479996,326126,153870,75848,78022,-520,68257,0.92,744172
2014 Q2,677163,399070,278093,86460,191633,-5854,139834,1.88,744172
