互盛電          ,	2433
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,467955,251475,216480,136640,79840,103201,166983,1.16,1444960
2013 Q2,491800,264348,227452,147984,79468,322922,379719,2.63,1444960
2013 Q3,501270,270025,231245,142446,88799,117516,186915,1.29,1444960
2013 Q4,1993592,1065693,927899,577102,350797,529133,801506,5.55,1444960
2014 Q1,536565,290052,246513,152805,93708,-10956,68112,0.47,1444960
2014 Q2,572060,316679,255381,157325,98056,62601,129390,0.89,1444960
2014 Q3,605081,345781,259300,158912,100388,132256,216304,1.49,1444960
2014 Q4,2373250,1334398,1038852,636935,401917,175237,496866,3.40,1444960
2015 Q1,664276,388023,276253,154525,121728,-3085,99540,0.67,1444960
2015 Q2,717306,427632,289674,172611,117063,39440,137901,0.92,1444960
2015 Q3,757751,458724,299027,177968,121059,106092,208800,1.44,1444960
2015 Q4,2952587,1776728,1175859,688693,487166,128164,540621,3.67,1444960
2016 Q1,805983,499961,306022,174362,131660,-25832,86436,0.57,1444960
2016 Q2,853246,571285,281961,188715,93246,-5095,71855,0.50,1444960
2016 Q3,862147,577840,284307,203025,81282,138642,206178,1.43,1444960
2016 Q4,3412255,2285290,1126965,759546,367419,133457,435350,2.98,1444960
2017 Q1,867905,563563,304342,173884,130458,64008,170826,1.15,1444960
2017 Q2,912947,628032,284915,182649,102266,-5295,83714,0.56,1444960
