興農            ,	1712
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,3785050,2867844,917206,753796,163410,32796,140520,0.43,3336920
2013 Q2,3763534,2791102,972432,858575,113857,-39832,67275,0.20,3336920
2013 Q3,4183411,3152662,1030749,874870,155879,24993,129647,0.39,3336920
2013 Q4,15720588,11723772,3996816,3271543,725273,-127561,444020,1.37,3337233
2014 Q1,4343229,3277280,1065949,879531,186418,58222,204781,0.61,3337233
2014 Q2,4475975,3419500,1056475,890206,166269,-24022,121298,0.36,3357795
2014 Q3,4324663,3281481,1043182,893125,150057,-45107,79857,0.23,3378944
2014 Q4,17287684,12905331,4382353,3646814,735539,-74641,511532,1.51,3378944
2015 Q1,4711097,3625467,1085630,919358,166272,-239589,14155,0.04,3436907
2015 Q2,4455199,3285914,1169285,992589,176696,30478,121406,0.35,3444087
2015 Q3,4295836,3109760,1186076,978900,207176,-137507,19780,0.05,3448032
2015 Q4,17731881,13057664,4674217,4000627,673590,-230407,360503,1.03,3448032
2016 Q1,4200829,3057636,1143193,963125,180068,-10080,163685,0.46,3448032
2016 Q2,4130933,2991450,1139483,974066,165417,33977,145186,0.41,3448032
2016 Q3,4024832,2920739,1104093,943000,161093,-21215,90041,0.26,3470013
2016 Q4,16289119,11812381,4476738,3832730,644008,78334,567859,1.60,3565168
2017 Q1,4135353,3057429,1077924,890034,187890,-27943,138939,0.38,3703273
2017 Q2,4310625,3081659,1228966,978177,250789,-10121,192432,0.51,3843475
