昇陽            ,	3266
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,2247756,1444060,803696,145197,658499,-7959,636848,2.67,3023143
2013 Q2,1209793,816722,393071,134214,258857,-5315,245746,0.85,3023143
2013 Q3,1437211,878870,558341,119007,439334,-2686,383527,1.26,3023143
2013 Q4,6606777,4146542,2460235,575369,1884866,24271,1816073,6.33,3523143
2014 Q1,4030160,1999985,2030175,226733,1803442,-12585,1734230,4.89,3523143
2014 Q2,434637,285836,148801,79037,69764,-15996,46524,0.15,3523143
2014 Q3,271912,248671,23241,61846,-38605,-1855,-40460,0.11,3523143
2014 Q4,5167677,2900138,2267539,592656,1674883,-203324,1432723,4.02,3523143
2015 Q1,150412,138332,12080,55326,-43246,-5600,-48846,-0.12,3523143
2015 Q2,335986,312987,22999,58669,-35670,17803,-65987,-0.18,3523143
2015 Q3,638196,1209530,-571334,62046,-633380,-42737,-653613,-1.03,3523143
2015 Q4,1884387,2202718,-318331,257903,-576234,-88896,-702723,-1.31,3523143
2016 Q1,391503,333588,57915,55783,2132,-19233,-18876,-0.02,3523143
2016 Q2,367730,352504,15226,54718,-39492,-24782,-64423,-0.08,3523143
2016 Q3,280844,271480,9364,54397,-45033,-22445,-68733,-0.13,3523143
2016 Q4,1481603,1251006,230597,245528,-14931,-30110,-49811,0.12,3523143
