和椿            ,	6215
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,319397,247427,71970,80018,-8048,7581,-816,-0.01,827897
2013 Q2,455786,353181,102605,81963,20642,7959,22490,0.27,827897
2013 Q3,368069,273653,94416,82073,12343,-3534,6731,0.08,827897
2013 Q4,1459418,1124062,335356,319227,16129,21051,27695,0.33,827897
2014 Q1,391203,300864,90339,80041,10298,1824,9455,0.11,827897
2014 Q2,526161,395386,130775,87952,42823,4421,38340,0.46,827897
2014 Q3,577407,405751,171656,111259,60397,7004,54171,0.65,827897
2014 Q4,1998487,1468902,529585,393158,136427,23409,128104,1.54,827897
2015 Q1,435758,322669,113089,97723,15366,-1927,8304,0.10,827897
2015 Q2,494496,383673,110823,114383,-3560,1743,-7362,-0.09,827897
2015 Q3,383997,281510,102487,94919,7568,9548,13254,0.16,827897
2015 Q4,1741484,1303677,437807,406822,30985,14088,25894,0.32,827897
2016 Q1,419913,306204,113709,90751,22958,-4361,13525,0.17,827897
2016 Q2,489456,371896,117560,105064,12496,18524,26867,0.33,827897
2016 Q3,289223,215467,73756,99205,-25449,-4733,-26347,-0.32,827897
2016 Q4,1596850,1165896,430954,401579,29375,23389,46666,0.57,827897
2017 Q1,362313,272679,89634,82206,7428,-6853,-224,0.00,827897
2017 Q2,519532,393351,126181,84007,42174,14459,50142,0.61,827897
2017 Q3,419417,311531,107886,97577,10309,-152,8477,0.10,827897
2017 Q4,1616022,1195042,420980,348633,72347,-15910,52268,0.63,827897
