裕融            ,	9941
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,3496126,2315097,1181029,800485,501435,26917,414191,1.62,2392614
2013 Q2,3590615,2372837,1217778,821142,511051,50383,394736,1.53,2396043
2013 Q3,3456868,2177532,1279336,924809,480653,22613,380922,1.47,2406840
2013 Q4,14177750,9199954,4977796,3619657,1820649,150716,1476207,5.68,2500622
2014 Q1,3706153,2262297,1443856,968065,590877,-32059,439355,1.68,2534619
2014 Q2,3796011,2307210,1488801,1015061,587439,26781,469148,1.72,2556377
2014 Q3,3967048,2384793,1582255,1162804,546310,6675,411678,1.47,2608253
2014 Q4,15637337,9507765,6129572,4480637,2106796,47472,1636813,5.90,2621581
2015 Q1,4137741,2459221,1678520,1158763,632980,-8873,479613,1.70,2640737
2015 Q2,4123814,2415643,1708171,1159487,639813,49243,526263,1.86,2668232
2015 Q3,4205067,2483727,1721340,1218806,619122,-305063,280291,0.95,2672884
2015 Q4,16835933,9997088,6838845,4932041,2349907,-415084,1542030,5.36,2679182
