易華電,	6552
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2015 Q1,n/a
2015 Q2,797674,524957,272717,60994,211723,-5708,195627,2.26,900000
2015 Q3,n/a
2015 Q4,1588245,1178551,409694,121910,287784,21253,284267,3.22,900000
2016 Q1,446957,354522,92435,39607,52828,-15396,31878,0.35,900000
2016 Q2,416275,323151,93124,38377,54747,-6018,36959,0.41,900000
2016 Q3,421396,326512,94884,36267,58617,-20149,33444,0.37,900000
2016 Q4,1667761,1322951,344810,159889,184921,-18991,136303,1.51,900000
2017 Q1,304337,289715,14622,28522,-13900,-16604,-25444,-0.26,1000000
2017 Q2,315250,282018,33232,28327,4905,4719,4666,0.05,1000000
2017 Q3,327612,295253,32359,27840,4519,1030,4943,0.05,1000000
2017 Q4,1322928,1189312,133616,114558,19058,-10781,4414,0.04,1000000
2018 Q1,355906,315827,40079,31927,8152,-6893,21183,0.21,1000000
2018 Q2,379238,324467,54771,35048,19723,13810,27954,0.28,1000000
2018 Q3,511029,407869,103160,41304,61856,3879,53401,0.53,1000000
