慧洋-KY         ,	2637
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,1985985,1536732,449253,31024,418229,120963,539192,1.31,3951726
2013 Q2,2053327,1625973,427354,42089,385265,-17110,368155,0.89,4149624
2013 Q3,2121243,1707816,413427,34352,379075,-238237,140838,0.33,4150630
2013 Q4,8327523,6640688,1686835,148026,1538809,-40093,1498521,3.43,4511092
2014 Q1,2130891,1703142,427749,37479,390270,185506,575633,1.26,4511092
2014 Q2,2207017,1756194,450823,30257,420566,-197254,223300,0.48,4625950
2014 Q3,2284851,1824057,460794,37119,423675,-35533,388158,0.82,4686007
2014 Q4,9056880,7185367,1871513,141703,1729810,74117,1803393,3.81,4705131
2015 Q1,2573055,1944943,628112,57828,570284,-37338,533115,1.10,4863251
2015 Q2,2703903,2052067,651836,39994,611842,-52700,559195,1.19,4983244
2015 Q3,2839461,2155856,683605,75712,607893,118052,726304,1.43,5116477
2015 Q4,11011958,8359014,2652944,213866,2439078,-189186,2249398,4.53,5142401
2016 Q1,2750122,2212635,537487,38454,499033,350500,848199,1.65,5143423
2016 Q2,2615821,2208687,407134,37743,369391,-372145,-3850,0.00,5144573
2016 Q3,2605061,2223181,381880,40766,341114,-321338,20407,0.04,5149706
2016 Q4,10678876,8924355,1754521,153344,1601177,-204096,1393186,2.69,5549741
2017 Q1,2608467,2224738,383729,47627,336102,-293310,42672,0.08,5568644
2017 Q2,2618894,2238505,380389,37086,343303,-485332,-142512,-0.26,5847076
2017 Q3,2827648,2274963,552685,36115,516570,-327656,188236,0.32,5847076
2017 Q4,11038548,9002279,2036269,160213,1876056,-1457072,418327,0.71,6167076
