雄獅            ,	2731
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,3198284,2657146,541138,440239,100899,8254,88829,1.45,610500
2013 Q2,3994102,3430380,563722,494239,69483,18884,74133,1.20,610500
2013 Q3,4999738,4352898,646840,508782,138058,29140,137523,2.21,700000
2013 Q4,15854268,13575074,2279194,1931276,347918,105315,372534,5.85,700000
2014 Q1,3425934,2891330,534604,465970,68634,29333,82235,1.19,700000
2014 Q2,4598322,3954220,644102,525017,119085,18817,108260,1.55,700000
2014 Q3,5495882,4823456,672426,532577,139849,25595,138194,1.98,700000
2014 Q4,17689512,15238617,2450895,2103527,347368,122447,383025,5.48,700000
2015 Q1,4295957,3581678,714279,573461,140818,21401,135047,1.92,700000
2015 Q2,5868084,5047182,820902,628724,192178,23509,175040,2.50,700000
2015 Q3,6130994,5450401,680593,602095,78498,42933,97829,1.45,700000
2015 Q4,21004847,18161226,2843621,2426790,416831,129735,445586,6.43,700000
2016 Q1,4584814,3941049,643765,584280,59485,31399,75525,1.08,700000
2016 Q2,5859888,5175089,684799,606160,78639,45770,95636,1.40,700000
2016 Q3,6258735,5565875,692860,660871,31989,44050,58810,0.89,700000
2016 Q4,21875701,19216904,2658797,2509264,149533,157862,239393,3.54,700000
2017 Q1,5561408,4812606,748802,652012,96790,20393,95914,1.39,700000
2017 Q2,7033523,6184440,849083,696111,152972,29335,153026,2.11,700000
2017 Q3,7661166,6814567,846599,703321,143278,37571,147936,2.07,700000
