巨大            ,	9921
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,13240567,10439844,2800723,1790270,1010453,161237,886064,2.36,3750646
2013 Q2,13954098,10970707,2983391,1817160,1166231,70445,831820,2.22,3750646
2013 Q3,14911472,11767215,3144257,1982524,1161733,27969,916879,2.47,3750646
2013 Q4,54391855,42708106,11683749,7534432,4149317,355893,3443352,9.34,3750646
2014 Q1,14199655,11078377,3121278,1918738,1202540,161128,1066069,2.83,3750646
2014 Q2,15138048,11552813,3585235,2045765,1539470,30916,861905,2.29,3750646
2014 Q3,16697213,13047154,3650059,2351355,1298704,139155,1145033,3.07,3750646
2014 Q4,60045290,46547389,13497901,8574685,4923216,653488,4106331,10.96,3750646
2015 Q1,14586968,11286661,3300307,1959028,1341279,-150505,957230,2.53,3750646
2015 Q2,15614462,12099532,3514930,2093627,1421303,-172242,842479,2.22,3750646
2015 Q3,17108530,13448028,3660502,2359058,1301444,381733,1214673,3.24,3750646
2015 Q4,60417621,47029300,13388321,8532367,4855954,226190,3859586,10.25,3750646
2016 Q1,14353895,11312207,3041688,1999448,1042240,40416,857503,2.28,3750646
2016 Q2,14728220,11409543,3318677,2083037,1235640,142617,840112,2.24,3750646
2016 Q3,15156532,12042460,3114072,2213480,900592,33512,705759,1.89,3750646
