銘鈺            ,	4545
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,n/a
2013 Q2,985807,755926,229881,178812,51069,5996,49475,0.88,561000
2013 Q3,n/a
2013 Q4,2367738,1682245,685493,414718,270775,24598,238207,4.25,561000
2014 Q1,n/a
2014 Q2,695908,450934,244974,123378,121596,-8835,91773,1.49,617100
2014 Q3,n/a
2014 Q4,3119183,1967836,1151347,602699,548648,73736,494193,8.01,617100
2015 Q1,n/a
2015 Q2,756720,503088,253632,143535,110097,-8981,84031,1.36,678810
2015 Q3,987118,650496,336622,153454,183168,75522,188118,2.77,678810
2015 Q4,3322622,2204017,1118605,553093,565512,87103,511381,7.53,797874
2016 Q1,669413,464451,204962,121840,83122,-12677,43722,0.57,770000
2016 Q2,631104,460763,170341,107433,62908,25540,67569,0.88,770000
2016 Q3,629691,481034,148657,86894,61763,-15796,27825,0.36,770000
2016 Q4,2632106,1934130,697976,424574,273402,43395,227629,2.96,770000
2017 Q1,450784,360916,89868,100065,-10197,-52946,-48928,-0.64,770000
2017 Q2,502123,423688,78435,110275,-31840,-14269,-37562,-0.49,770000
