燿華            ,	2367
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,2984439,2790853,193586,331509,-137923,139739,685,0.00,5717934
2013 Q2,3402645,2922050,480595,359590,121005,74573,196272,0.32,5717934
2013 Q3,3692146,3273653,418493,369466,49027,17059,66376,0.11,5691184
2013 Q4,13277901,11904566,1373335,1413974,-40639,326661,259147,0.44,5691184
2014 Q1,2696534,2467694,228840,345329,-116489,56831,-59324,-0.10,5691184
2014 Q2,3456667,3004145,452522,365074,87448,-13200,78706,0.14,5691184
2014 Q3,3831185,3295110,536075,403823,132252,94993,222307,0.39,5691184
2014 Q4,13875993,12022167,1853826,1591035,262791,262522,513208,0.90,5663184
2015 Q1,3429315,2872288,557027,389732,167295,-123,142815,0.26,5663184
2015 Q2,3041054,2654766,386288,357349,28939,-81533,-47612,-0.08,5663184
2015 Q3,3575656,2990344,585312,398065,187247,161364,294551,0.53,5663184
2015 Q4,13788912,11662360,2126552,1578435,548117,74023,525579,0.97,5559654
2016 Q1,2835399,2697140,138259,371920,-233661,-41273,-273558,-0.48,5559654
