興泰            ,	1235
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,58082,57380,702,7905,-7203,-25086,-34836,-0.64,561688
2013 Q2,71835,67456,4379,8076,-3697,-10872,-14673,-0.27,561688
2013 Q3,59976,52131,7845,6712,1133,9422,10460,0.19,561688
2013 Q4,249386,231335,18051,30663,-12612,-30736,-46024,-0.84,561688
2014 Q1,37669,35296,2373,6261,-3888,31552,27712,0.51,561688
2014 Q2,63240,58357,4883,7044,-2161,38045,35771,0.67,561688
2014 Q3,44696,42958,1738,12564,-10826,84610,73005,1.35,561688
2014 Q4,172096,162140,9956,51396,-41440,91899,51449,0.97,561688
2015 Q1,22330,21691,639,4865,-4226,4178,-192,0.00,561688
2015 Q2,26563,22932,3631,8873,-5242,-26865,-32155,-0.55,606623
2015 Q3,30036,26678,3358,3323,35,55935,55931,0.95,606623
2015 Q4,105964,94488,11476,25089,-13613,61078,46937,0.80,606623
2016 Q1,19119,12075,7044,4205,2839,81683,83417,1.42,606623
