憶聲            ,	3024
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,1130137,981747,148390,270259,-121869,19739,-95353,-0.28,2821575
2013 Q2,1199360,1075063,124297,303220,-178923,31754,-149525,-0.45,2821575
2013 Q3,1437002,1310221,126781,301459,-174678,16861,-171767,-0.53,2821575
2013 Q4,5015990,4522788,493202,1115359,-622157,-13727,-615888,-1.99,2821575
2014 Q1,1071780,941693,130087,236834,-106747,18539,-97283,-0.29,2821575
2014 Q2,1299437,1111083,188354,244022,-55668,18925,-37872,-0.13,2821575
2014 Q3,1487065,1283523,203542,240210,-36668,31061,-12386,-0.05,2821575
2014 Q4,5677276,4950143,727133,1036000,-308867,-5085,-326212,-1.12,2821575
2015 Q1,1156504,984599,171905,247412,-75507,9287,-63790,-0.18,2821575
2015 Q2,1578895,1378153,200742,276100,-75358,24024,-55134,-0.14,2821575
2015 Q3,1279786,1131703,148083,292749,-144666,11202,-120938,-0.34,2821575
2015 Q4,5048020,4390770,657250,1086792,-429542,7754,-390571,-1.20,2821575
2016 Q1,1001187,837705,163482,198833,-35351,209,-49136,-0.18,2771575
2016 Q2,981812,848013,133799,204500,-70701,-109,-64564,-0.23,2771575
2016 Q3,740290,617009,123281,216594,-93313,130230,46070,0.17,2771575
2016 Q4,3434252,2946734,487518,1009463,-521945,1282413,766125,2.77,2771575
2017 Q1,709783,581789,127994,139544,-11550,26015,6749,0.02,2771575
2017 Q2,735072,594974,140098,140168,-70,-8068,-9154,-0.03,2771575
2017 Q3,670253,546045,124208,129508,-5300,-12044,-20456,-0.07,2771575
2017 Q4,2598511,2124269,474242,680432,-206190,276151,32901,0.12,2771575
2018 Q1,369634,277142,92492,89699,2793,4555,3531,0.01,2771575
2018 Q2,469218,360376,108842,88355,20487,10579,29603,0.11,2771575
2018 Q3,396451,310283,86168,92470,-6302,11797,4812,0.01,2771575
