彰源            ,	2030
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,3282584,3007010,275574,197684,77890,-29834,35340,0.14,2728819
2013 Q2,3401901,3181533,220368,198989,21379,-20665,-3241,-0.01,2728819
2013 Q3,3169185,2941307,227878,202256,25622,-34267,-14925,-0.06,2728819
2013 Q4,12983533,11998244,985289,805343,179946,-106563,37699,0.15,2728819
2014 Q1,3026727,2745960,280767,194890,85877,-21854,52780,0.21,2728819
2014 Q2,3627660,3173171,454489,233088,221401,-48686,139857,0.54,2728819
2014 Q3,3825098,3367023,458075,258526,199549,-33660,129158,0.50,2728819
2014 Q4,13958636,12442299,1516337,909279,607058,-136872,390961,1.51,2728819
2015 Q1,2878685,2606162,272523,181734,90789,-45597,37331,0.14,2728819
2015 Q2,3029177,2859118,170059,176424,-6365,-7757,-22384,-0.08,2865260
2015 Q3,2909591,2803032,106559,186117,-79558,-42087,-99450,-0.35,2865260
2015 Q4,11715848,11144916,570932,758934,-188002,-148248,-286982,-1.01,2865260
2016 Q1,2558070,2279019,279051,162272,116779,-43777,57604,0.21,2865260
2016 Q2,2721738,2516808,204930,156073,48857,-45975,4947,0.02,2865260
2016 Q3,2669286,2327361,341925,187807,154118,-48890,73233,0.27,2865260
2016 Q4,10965673,9680242,1285431,706139,579292,-187114,299340,1.08,2865260
