融程電          ,	3416
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,348833,230177,118656,68139,50517,10805,53487,1.18,463404
2013 Q2,342605,212586,130019,73553,56466,4566,52805,1.11,486132
2013 Q3,415427,270478,144949,71759,73190,-4406,59364,1.22,509091
2013 Q4,1493149,968055,525094,288472,236622,17423,222106,4.60,510500
2014 Q1,327506,213259,114247,70109,44138,8192,45386,0.90,510500
2014 Q2,370480,237832,132648,75767,56881,1167,50441,0.91,560665
2014 Q3,404923,251764,153159,75516,77643,9636,74373,1.33,610665
2014 Q4,1515954,973313,542641,304831,237810,32043,233138,4.12,601815
2015 Q1,381247,245000,136247,73579,62668,-1838,51649,0.86,601815
2015 Q2,365977,233139,132838,72636,60202,-8108,45872,0.76,601815
2015 Q3,319991,191821,128170,68112,60058,9437,55017,0.91,601815
2015 Q4,1517222,936438,580784,328972,251812,824,211880,3.52,601815
2016 Q1,340383,207623,132760,70795,61965,-4904,48744,0.81,601815
2016 Q2,334090,198460,135630,74896,60734,4147,55416,0.92,601815
2016 Q3,311096,191113,119983,71928,48055,-3759,38408,0.64,601815
2016 Q4,1346687,830016,516671,304614,212057,3623,184348,3.06,601815
2017 Q1,350804,228080,122724,72540,50184,-13968,30230,0.50,601815
2017 Q2,332782,219431,113351,80252,33099,1538,29217,0.49,601815
2017 Q3,344393,228454,115939,78304,37635,-1072,31567,0.52,601815
2017 Q4,1414886,927828,487058,323847,163211,-10785,134492,2.18,721815
2018 Q1,389209,258710,130499,80274,50225,2806,43365,0.60,721815
