華廣            ,	4737
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,352801,217442,135359,116115,19244,7890,20378,0.46,439468
2013 Q2,423619,249762,173857,132219,41638,-79,31942,0.73,439468
2013 Q3,397919,238882,159037,119149,39888,-278,31221,0.71,439468
2013 Q4,1560897,933106,627791,482916,144875,-20797,89929,2.05,439468
2014 Q1,328256,203912,124344,111984,12360,-7219,2671,0.06,439468
2014 Q2,346059,203046,143013,112513,30500,-23135,2224,0.05,439468
2014 Q3,385438,248127,137311,97874,39437,-11690,10725,0.24,439468
2014 Q4,1524669,930048,594621,445315,149306,-63420,54309,1.22,514468
2015 Q1,374129,223779,150350,110184,40166,-14387,20230,0.39,514468
2015 Q2,366729,222191,144538,119615,24923,-11865,12402,0.24,514468
2015 Q3,428177,234169,194008,141412,52596,-15135,30136,0.59,514468
2015 Q4,1609718,908426,701292,511508,189784,-66555,98793,1.91,634468
2016 Q1,335190,198722,136468,111509,24959,-8453,12592,0.20,634468
2016 Q2,432756,244308,188448,125742,62706,-16086,40024,0.63,634468
2016 Q3,445706,245042,200664,135021,65643,-934,54332,0.86,634468
