中宇            ,	1535
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,2725937,2428752,297185,121647,175538,43515,177078,1.52,1190535
2013 Q2,2408947,2186221,222726,103694,119032,54524,143769,1.20,1218659
2013 Q3,2610784,2411588,199196,98081,101115,71267,142052,1.18,1237426
2013 Q4,10260709,9281814,978895,443534,535361,213228,614803,5.06,1237426
2014 Q1,2480376,2276929,203447,109071,94376,76534,139477,1.13,1237426
2014 Q2,2621194,2397128,224066,106162,117904,54462,128993,1.04,1237426
2014 Q3,2199398,1946963,252435,114348,138087,99011,195653,1.58,1237426
2014 Q4,10351517,9322991,1028526,493531,534995,322535,680646,5.50,1237426
2015 Q1,2562804,2307650,255154,131501,123653,34119,134138,1.08,1237426
2015 Q2,2469962,2236765,233197,115081,118116,31202,121725,0.99,1237426
2015 Q3,2088361,1897423,190938,134636,56302,100299,125457,1.01,1237426
2015 Q4,9571216,8705623,865593,483330,382263,202037,508913,4.11,1237426
2016 Q1,2409630,2182013,227617,122037,105580,21084,71659,0.58,1237426
2016 Q2,1941114,1761169,179945,111723,68222,17091,65839,0.53,1237426
