耿鼎            ,	1524
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,599931,534142,65789,69867,-4078,7847,3825,0.02,1624146
2013 Q2,630527,545071,85456,78457,6999,2643,7933,0.05,1624146
2013 Q3,555048,483201,71847,72160,-313,-17839,-15569,-0.10,1741880
2013 Q4,2476745,2184716,292029,321802,-29773,-23400,-49317,-0.30,1786586
2014 Q1,616806,531559,85247,70461,14786,1616,12784,0.07,1795386
2014 Q2,583242,490501,92741,83413,9328,-19083,-8369,-0.05,1796852
2014 Q3,592777,523830,68947,73075,-4128,39,-2871,-0.02,1796852
2014 Q4,2474247,2121467,352780,336864,15916,-7256,6567,0.04,1796852
2015 Q1,591818,488748,103070,76557,26513,-284291,-214132,-1.19,1796852
2015 Q2,598550,515018,83532,81796,1736,-93591,-76240,-0.42,1796852
2015 Q3,608285,489005,119280,82028,37252,6058,35863,0.20,1796852
2015 Q4,2485230,2027024,458206,307073,151133,-380141,-190451,-1.06,1796852
2016 Q1,614641,462940,151701,66612,86010,-26116,49578,0.28,1796852
2016 Q2,637809,486209,151600,66919,84681,-15872,57089,0.32,1796852
2016 Q3,630269,500423,129846,65090,64756,-27239,31167,0.17,1796852
2016 Q4,2605278,2015486,589792,274607,315185,-49710,220892,1.23,1796852
2017 Q1,644178,509987,134191,64297,70469,-57272,10316,0.06,1796852
2017 Q2,648730,520926,127804,67669,60135,1196,42608,0.24,1796852
2017 Q3,639837,507448,132389,68545,63865,538,54628,0.30,1796852
2017 Q4,2638326,2089199,549127,268642,281160,-72965,164580,0.91,1796852
