智伸科          ,	4551
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,n/a
2013 Q2,1165768,861521,304247,153908,150339,5085,103661,1.59,650000
2013 Q3,n/a
2013 Q4,2381783,1785648,596135,322711,273424,12972,191025,2.80,750000
2014 Q1,n/a
2014 Q2,1356190,962771,393419,145047,248372,8685,170879,2.28,750000
2014 Q3,n/a
2014 Q4,2794909,2078434,716475,294519,421956,25814,319887,4.27,750000
2015 Q1,770738,622945,147793,72862,74931,-7325,48991,0.65,750000
2015 Q2,743008,562676,180332,75987,104345,-3458,75294,1.01,750000
2015 Q3,720238,549191,171047,69157,101890,-1475,85908,1.08,830000
2015 Q4,3066201,2364927,701274,297727,403547,-25477,291548,3.74,830000
2016 Q1,844662,601123,243539,83393,160146,-6600,103805,1.27,819340
2016 Q2,879974,614823,265151,81533,183618,-22827,112970,1.38,819340
2016 Q3,870632,632490,238142,64766,173376,-31202,102697,1.25,819340
2016 Q4,3527332,2491000,1036332,319398,716934,-33165,487746,5.96,819340
2017 Q1,940421,631351,309070,68172,240898,-56770,126102,1.54,819340
2017 Q2,939266,652031,287235,94120,193115,474,138299,1.69,819340
2017 Q3,1025422,710179,315243,88611,226632,843,163799,2.00,819340
2017 Q4,4048921,2758163,1290758,413800,876958,-48852,599673,7.32,819340
