互億            ,	6172
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,77211,60886,16325,14391,1934,3877,5811,0.12,466333
2013 Q2,67064,55683,11381,11359,22,2765,2787,0.06,466333
2013 Q3,66071,56953,9118,10715,-1597,2810,779,0.02,466333
2013 Q4,272611,230777,41834,44974,-3140,13360,9243,0.20,466333
2014 Q1,46101,42518,3583,7346,-3763,4808,506,0.02,466333
2014 Q2,74306,68761,5545,6294,-749,2061,7,0.03,466333
2014 Q3,75117,71669,3448,6605,-3157,4270,508,0.02,466333
2014 Q4,303390,286755,16635,29454,-12819,64918,40350,0.87,466333
2015 Q1,73434,69864,3570,5554,-1984,1010,-1620,-0.02,466333
2015 Q2,66499,63468,3031,4622,-1591,-1051,-3033,-0.06,466333
