全球傳動,	4540
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2015 Q1,n/a
2015 Q2,896405,723776,172629,118265,54364,-15140,27960,0.33,852780
2015 Q3,n/a
2015 Q4,1620191,1352568,267623,239278,28345,8337,25444,0.30,852780
2016 Q1,n/a
2016 Q2,788431,647788,140643,106810,33833,-17555,14447,0.17,852780
2016 Q3,n/a
2016 Q4,1745446,1435246,310200,219241,90959,-36354,46265,0.54,852780
2017 Q1,n/a
2017 Q2,1141451,921673,219778,141615,78163,-53026,14464,0.17,852780
2017 Q3,n/a
2017 Q4,2709435,2034680,674755,331532,343223,-76402,213472,2.50,852780
2018 Q1,745860,495639,250221,83956,166265,-18952,120082,1.41,852780
2018 Q2,975475,594780,380695,119236,261459,29019,224605,2.63,852780
2018 Q3,891174,530784,360390,129394,230996,-1696,183440,2.01,966780
