台聚            ,	1304
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,12701403,11537149,1164254,756350,404706,299394,629931,0.27,11426024
2013 Q2,15406388,14284473,1121915,844935,273074,258725,403590,0.17,11426024
2013 Q3,15498790,14309473,1189317,827267,359087,57937,349866,0.19,11426024
2013 Q4,58678881,53963133,4715748,3343365,1359569,745437,1690754,0.79,11426024
2014 Q1,13711750,12639505,1072245,781815,287705,-34406,181448,0.14,11426024
2014 Q2,16403254,15171604,1231650,907508,321322,-24794,212834,0.17,11426024
2014 Q3,16573248,15613979,959269,917555,41714,337670,312531,0.24,11426024
2014 Q4,59704563,55799072,3905491,3557940,347551,529801,628676,0.62,11426024
2015 Q1,13066416,11712905,1353511,932786,420725,40824,391412,0.18,11426024
2015 Q2,14074878,12302247,1772631,912491,860140,52904,695080,0.31,11426024
2015 Q3,12405533,11523304,882229,877396,4833,118980,60171,0.13,11426024
2015 Q4,52373585,46859348,5514237,3664061,1850176,137462,1537106,0.85,11426024
2016 Q1,12738367,11192145,1546222,873821,672401,-103149,446718,0.27,11426024
2016 Q2,13291267,11375244,1916023,927325,988698,76816,835460,0.43,11426024
2016 Q3,12701687,11217742,1483945,854637,629308,-32903,490726,0.26,11426024
2016 Q4,53101997,46220862,6881135,3719651,3161484,-90260,2379478,1.15,11426024
2017 Q1,13902569,11902040,2000529,817016,1183513,-263398,718756,0.29,11426024
