晶相光,	3530
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2015 Q1,n/a
2015 Q2,166734,130807,35927,106214,-70287,-2291,-72797,-1.11,658679
2015 Q3,n/a
2015 Q4,702480,469956,232524,217528,14996,-271,9962,0.15,661069
2016 Q1,n/a
2016 Q2,675466,478748,196718,127047,69671,5323,64502,0.97,664819
2016 Q3,n/a
2016 Q4,1405770,1003732,402038,260469,141569,9592,131678,1.98,669359
2017 Q1,n/a
2017 Q2,741999,523022,218977,118139,100838,-9236,76876,1.14,675269
2017 Q3,n/a
2017 Q4,1714565,1214537,500028,252425,247603,-8096,204087,3.02,679809
2018 Q1,468044,365460,102584,63953,38631,-3210,29621,0.44,682307
2018 Q2,485002,383623,101379,60362,41017,5969,37402,0.55,682079
