群創            ,	3481
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,116847723,107836876,9010847,5700669,3310178,-1621336,1682830,0.19,91019608
2013 Q2,111567095,97763696,13803399,5768522,8034877,-3785326,4068637,0.45,91019608
2013 Q3,97095958,87021961,10073997,6004197,4069800,-3142344,683047,0.08,91016708
2013 Q4,422730500,384971385,37759115,22409847,15349268,-9705915,5095019,0.57,91094288
2014 Q1,89558900,83933056,5625844,4446985,1178859,-1016712,152955,0.02,91064572
2014 Q2,111064490,99260263,11804227,5437854,6366373,-2950198,3010092,0.33,91064572
2014 Q3,113091500,98525614,14565886,5471822,9094064,-1346694,7359509,0.77,99554076
2014 Q4,428661898,378276897,50385001,22211605,28173396,-5639056,21676908,2.31,99545364
2015 Q1,100157867,82413810,17744057,6527266,11216791,-1156562,8649289,0.87,99542240
2015 Q2,93755186,78158603,15596583,6190344,9406239,-2063283,5406121,0.54,99537972
2015 Q3,88756324,77983670,10772654,6067007,4705647,-624056,3481924,0.35,99535828
2015 Q4,364132984,317492879,46640105,24209396,22430709,-7571522,10814141,1.09,99532372
2016 Q1,56417120,60454580,-4037460,4364827,-8402287,-131293,-8581508,-0.86,99526816
2016 Q2,66805188,65250163,1555025,4592955,-3037930,167823,-3475528,-0.35,99523512
2016 Q3,74484602,65715562,8769040,4910922,3858118,-322864,3058266,0.31,99522104
2016 Q4,287089277,261000786,26088491,19675242,6413249,-1421129,1870687,0.19,99521488
2017 Q1,86025771,65680750,20345021,5712985,14632036,722153,11858119,1.19,99520784
2017 Q2,84508950,63463838,21045112,5221886,15823226,360744,12118217,1.22,99520720
2017 Q3,79507678,63342544,16165134,5269813,10895321,781103,8757318,0.88,99520720
