清惠            ,	5259
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,239022,199402,39620,15342,24278,-2467,17849,0.28,647471
2013 Q2,213778,220777,-6999,19671,-26670,-3453,-29165,-0.45,653946
2013 Q3,193222,187020,6202,14465,-8263,-5339,-11276,-0.17,653946
2013 Q4,763780,758495,5285,65666,-60381,-16784,-68257,-1.04,716946
2014 Q1,114327,136733,-22406,12851,-35257,-4192,-34680,-0.48,716946
2014 Q2,154666,176648,-21982,11826,-33808,-5572,-34152,-0.48,721692
2014 Q3,142774,158952,-16178,18247,-34425,-3784,-39032,-0.54,720336
2014 Q4,545292,638032,-92740,59635,-152375,-44509,-179346,-2.50,720336
2015 Q1,182723,204375,-21652,14653,-36305,-6451,-40595,-0.56,720336
2015 Q2,321453,334404,-12951,19880,-32831,-11130,-41541,-0.58,720336
2015 Q3,169485,218404,-48919,105007,-153926,-28068,-183688,-2.55,720336
2015 Q4,819622,944296,-124674,246690,-371364,-209277,-609986,-8.47,720336
2016 Q1,85347,130279,-44932,10800,-55732,-143655,-199520,-2.77,720336
2016 Q2,71602,75656,-4054,10031,-14085,-10919,-24996,-0.35,720336
2016 Q3,69515,83466,-13951,12791,-26742,137,-26592,-1.08,245256
2016 Q4,273353,365425,-92072,42140,-134212,-160029,-294553,-12.01,245256
2017 Q1,52843,68888,-16045,8130,-24175,-9245,-33420,-1.02,345256
2017 Q2,54327,62279,-7952,7230,-15182,-8843,-24025,-0.70,345256
