凱羿-KY,	2939
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2015 Q1,n/a
2015 Q2,n/a
2015 Q3,n/a
2015 Q4,835747,605512,230235,202483,27752,45872,62011,1.48,438073
2016 Q1,n/a
2016 Q2,n/a
2016 Q3,n/a
2016 Q4,3746591,2673608,1072983,340210,728743,21536,604632,13.88,438073
2017 Q1,n/a
2017 Q2,3658338,2670513,987825,194176,793307,-63830,602501,13.06,459977
2017 Q3,1063370,775664,287706,104488,183216,5632,151052,3.36,459977
2017 Q4,5604690,4087159,1517531,389018,1124534,-75687,855593,18.63,459977
2018 Q1,942839,691876,250963,81759,169204,-38512,99893,1.96,500227
2018 Q2,626763,464571,162192,83458,78662,133461,184813,3.69,500227
2018 Q3,940978,685855,255123,89954,165185,22150,148214,2.97,500227
