地球            ,	1324
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,386514,331832,54682,47785,6897,9797,14079,0.19,751219
2013 Q2,360272,292707,67565,47622,19943,-4720,12596,0.17,751219
2013 Q3,341525,284089,57436,40042,17394,-7814,7596,0.10,751219
2013 Q4,1488301,1248456,239845,190968,48877,5255,43504,0.58,751219
2014 Q1,376564,312815,63749,49471,14278,4237,15150,0.20,751219
2014 Q2,350840,293912,56928,49768,7160,4213,9876,0.13,751219
2014 Q3,368756,308326,60430,47507,12923,108,11134,0.15,751219
2014 Q4,1447397,1213812,233585,194915,38670,13377,43053,0.57,751219
2015 Q1,315831,257059,58772,48193,10579,995,6902,0.09,751219
2015 Q2,329249,263258,65991,48237,17754,-88,14892,0.20,751219
2015 Q3,325927,258466,67461,48216,19245,6386,21182,0.28,751219
2015 Q4,1274030,1015002,259028,194052,64976,9674,57840,0.77,751219
2016 Q1,284076,220552,63524,50480,13044,8421,17404,0.23,751219
2016 Q2,329987,247614,82373,50976,31397,-3587,21538,0.29,751219
2016 Q3,295765,235706,60059,48408,11651,382,10627,0.14,751219
2016 Q4,1236115,961002,275113,202156,72957,7687,64946,0.86,751219
2017 Q1,286287,241311,44976,44304,672,101697,76748,1.02,751219
2017 Q2,291938,246936,45002,57863,-12861,77,-14833,-0.20,751219
2017 Q3,308083,263901,44182,50223,-6041,1554,-2523,-0.03,751219
2017 Q4,1227153,1040344,186809,203519,-16710,103220,60286,0.80,751219
