宅配通          ,	2642
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,676803,516962,159841,92900,66941,1564,62675,0.73,860000
2013 Q2,630721,491496,139225,90249,48976,8182,42097,0.49,860000
2013 Q3,626159,502095,124064,91454,32610,1448,28169,0.33,860000
2013 Q4,2576537,1996309,580228,371207,209021,13211,184700,2.13,954670
2014 Q1,645764,503053,142711,93192,49519,2115,42768,0.45,954670
2014 Q2,629775,499694,130081,92133,37948,7073,37653,0.39,954670
2014 Q3,643419,531134,112285,92585,19700,2253,18150,0.19,954670
2014 Q4,2567270,2048338,518932,370516,148416,35069,155989,1.63,954670
2015 Q1,667320,525085,142235,93174,49061,2266,42521,0.45,954670
2015 Q2,636051,524849,111202,92123,19079,45483,55152,0.58,954670
2015 Q3,647271,545511,101760,96056,5704,2778,6934,0.07,954670
2015 Q4,2588168,2113800,474368,377465,96903,28251,101221,1.06,954670
2016 Q1,672360,542767,129593,93760,35833,19849,48040,0.50,954670
2016 Q2,640598,527665,112933,95935,16998,9379,20074,0.21,954670
2016 Q3,661001,550849,110152,100759,9393,678,8111,0.08,954670
2016 Q4,2638239,2174767,463472,391879,71593,29615,83162,0.87,954670
