迎廣            ,	6117
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,857713,706704,151009,139841,11168,6219,12467,0.14,886500
2013 Q2,725351,572259,153092,134329,18763,6079,16855,0.19,886500
2013 Q3,744263,633761,110502,134653,-24151,281,-25522,-0.29,886500
2013 Q4,3152587,2578204,574383,544476,29907,14782,20475,0.23,886500
2014 Q1,861561,685951,175610,135850,39760,3231,33806,0.38,886500
2014 Q2,914843,712075,202768,150564,52204,-1490,41949,0.47,886500
2014 Q3,665941,562290,103651,134122,-30471,10310,-16704,-0.19,886500
2014 Q4,2987845,2416516,571329,546144,25185,27932,37982,0.43,886500
2015 Q1,456753,381277,75476,128526,-53050,-4211,-53212,-0.60,886500
2015 Q2,479171,428158,51013,139380,-88367,843,-74351,-0.84,886500
2015 Q3,558169,475665,82504,139789,-57285,9612,-43452,-0.49,886500
