泰昇-KY,	8480
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2015 Q1,n/a
2015 Q2,n/a
2015 Q3,n/a
2015 Q4,1373220,950551,422669,169074,253595,9299,242581,8.09,300000
2016 Q1,n/a
2016 Q2,718783,481756,237027,86057,150970,10588,133462,4.40,308830
2016 Q3,359189,235389,123800,41579,82221,2090,74564,2.41,308830
2016 Q4,1491841,989216,502625,177702,324923,16936,287915,9.41,308830
2017 Q1,374014,253080,120934,49297,71637,5631,67585,1.94,357000
2017 Q2,352123,247721,104402,54470,49932,8815,50355,1.41,357000
2017 Q3,381611,268847,112764,61961,50803,19271,63033,1.77,357000
2017 Q4,1500010,1029294,470716,222881,247835,44682,253853,7.15,357000
2018 Q1,419572,285353,134219,55205,79014,14609,80240,2.25,357000
2018 Q2,385860,264491,121369,58861,62508,12724,62149,1.58,392700
2018 Q3,453380,326247,127133,57054,70079,10023,76122,1.94,392700
