聯嘉,	6288
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2015 Q1,n/a
2015 Q2,1215639,1016223,199416,173522,25894,-20244,5167,0.04,1289090
2015 Q3,n/a
2015 Q4,2564805,2116498,448307,387349,60958,9630,56541,0.42,1521130
2016 Q1,n/a
2016 Q2,1260491,975078,285413,200190,85223,-12046,55201,0.36,1521130
2016 Q3,n/a
2016 Q4,2471324,1956589,514735,381082,133653,9105,103313,0.68,1521130
2017 Q1,n/a
2017 Q2,1232682,1015143,217539,200741,16798,-25382,-13251,-0.09,1521130
2017 Q3,621996,502923,119073,88364,30709,1055,20614,0.14,1521130
2017 Q4,2635786,2154102,481684,404737,76947,11397,70546,0.47,1521130
2018 Q1,824146,645559,178587,113827,64760,-15492,40898,0.27,1521130
2018 Q2,834179,680254,153925,135041,18884,24383,31401,0.20,1711280
2018 Q3,864895,690609,174286,120121,54165,11163,46902,0.29,1711280
