欣高            ,	9931
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,397547,353714,43833,16903,26930,94310,101128,1.03,946764
2013 Q2,373127,324104,49023,15170,33853,85161,86995,0.90,946764
2013 Q3,297879,273754,24125,16908,7217,20108,22931,0.24,946764
2013 Q4,1434719,1298994,135725,60923,74802,213672,229879,2.36,946764
2014 Q1,456493,400624,55869,20415,35454,27876,35680,0.37,946764
2014 Q2,404276,313770,90506,17646,72860,7053,65582,0.69,1022505
2014 Q3,331013,294501,36512,20996,15516,1969,13670,0.13,1022505
2014 Q4,1577204,1357707,219497,70798,148699,67197,162682,1.57,1022505
2015 Q1,395580,331233,64347,22018,42329,10504,39779,0.39,1022505
2015 Q2,341806,250898,90908,26191,64717,20506,70731,0.69,1022505
2015 Q3,247769,213746,34023,20638,13385,5015,11849,0.12,1022505
2015 Q4,1262426,1040595,221831,85767,136064,66042,161982,1.58,1022505
2016 Q1,328137,287019,41118,24020,17098,88369,93973,0.91,1022505
2016 Q2,266336,198531,67805,23270,44535,889,39894,0.39,1022505
2016 Q3,229620,199159,30461,19466,10995,6572,15929,0.16,1022505
2016 Q4,1094116,902605,191511,79733,111778,100862,186472,1.81,1022505
2017 Q1,300062,256989,43073,20021,23052,33966,44313,0.42,1022505
2017 Q2,298308,236176,62132,21232,40900,20891,51275,0.50,1022505
2017 Q3,270099,224424,45675,16881,28794,20201,42244,0.41,1022505
2017 Q4,1231692,1016377,215315,78240,137075,76257,175711,1.69,1022505
2018 Q1,461409,375313,86096,21359,64737,15044,64528,0.61,1022505
2018 Q2,365236,275528,89708,15593,74115,10396,69556,0.67,1022505
