京元電子        ,	2449
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2013 Q1,3381964,2552557,829407,402765,426642,26857,358499,0.30,11913439
2013 Q2,3775948,2682408,1093540,439015,654525,35968,570493,0.48,11926319
2013 Q3,3839638,2758238,1081400,437437,643963,-5713,506809,0.43,11925369
2013 Q4,14694477,10680063,4014414,1728662,2285752,34047,1817475,1.53,11925369
2014 Q1,3529556,2567743,961813,449221,512592,15048,431001,0.36,11924424
2014 Q2,4126273,2819150,1307123,481719,825404,86763,782749,0.66,11923184
2014 Q3,4393956,2980779,1413177,517670,895507,71589,818738,0.69,11923184
2014 Q4,16277769,11396039,4881730,1949499,2932231,187129,2559731,2.15,11923184
2015 Q1,4073532,2915957,1157575,526640,630935,85093,599422,0.50,11923034
2015 Q2,4345477,3048401,1297076,523158,773918,80902,680032,0.57,11922944
2015 Q3,4416546,3217949,1198597,524809,673788,10556,540264,0.46,11922944
2015 Q4,17128536,12334553,4793983,2090623,2703360,145241,2282273,1.93,11622944
2016 Q1,4358356,3171070,1187286,534984,652302,77978,603073,0.52,11622944
2016 Q2,5057393,3508122,1549271,548194,1001077,26176,847094,0.73,11622944
2016 Q3,5431374,3727537,1703837,559557,1144280,-91887,877038,0.75,11674833
2016 Q4,20081683,14152516,5929167,2227236,3701931,-111648,2981777,2.56,11674833
2017 Q1,4868863,3390481,1478382,542268,936114,-225668,560748,0.48,11711731
2017 Q2,4842693,3321659,1521034,563110,957924,-104957,588444,0.50,11737099
